Serial-No,Product_Name,Price in ₹,Product_Stars,Ratings,Reviews,Brand,image_url,features,Rating_Count,Type of Sorting,Review_Count
10,"Noise Evolve 3, 1.43"" AMOLED AOD, 466*466px, 500 nits, BT calling,Tru Sync Technology Smartwatch","₹3,999",4.4,12911,1431,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69inch TFT LCD display|Calls & SMS quick reply (Android only)Noise Health SuiteTM (SpO2, 24x7 heart rate tracking, activity tracker, sleep monitor, stress monitor, and female health tracker)60 sports modes| 150 watch faces|IP68 water resistanceUp to 7-day batteryApp Name : NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,Popularity,1K-10K
11,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,499",4.2,28702,2220,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,Popularity,1K-10K
12,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",4.2,278207,25765,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69inch TFT LCD display|Calls & SMS quick reply (Android only)Noise Health SuiteTM (SpO2, 24x7 heart rate tracking, activity tracker, sleep monitor, stress monitor, and female health tracker)60 sports modes| 150 watch faces|IP68 water resistanceUp to 7-day batteryApp Name : NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",200K-300K,Popularity,20K-30K
13,Noise ColorFit Vision 2 Buzz Smartwatch,"₹2,999",4.3,12125,1057,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85 inch TFT display: Experience bold and vibrant visuals on this big-screen smartwatch with 550 nits.2.5D Curved glass: Stand out in the crowd with its premium curved glass design.Noise Buzz: Manage calls directly from your wrist. Access your call logs, make calls from the dial pad and save up to 10 favorite contacts.Noise Health SuiteTM: Take better care of your daily health with a series of health monitoring tools Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Stress measurement & Female cycle tracker.NoiseFit app: Make the most out of your smartwatch by pairing it with the NoiseFit app.Up to 7-day battery: Go through a full week without charging with up to 7 days of battery life.200+ cloud-based & customized watch faces: Make your selection from a series of fun and trendy watch faces.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,Popularity,1K-10K
14,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",4.2,278207,25765,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,Screen Size: 1.85 inch (47mm) HD Display2.Bluetooth Calling3.Dial Pad|Save Contacts|Built in Mic and Speaker4.Functional CrownWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase,200K-300K,Popularity,20K-30K
15,boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch,"₹1,299",3.9,18014,1538,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,10K-50K,Popularity,1K-10K
16,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,499",4.2,28702,2220,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1. Bluetooth Calling2. 600+ Watch Faces3. 1.69'' Square HD Display4. Live Cricket Scores5. Heart Rate and Blood Oxygen Monitoring6. Health Ecosystem with boAt Crest App7. Multiple Sports Modes8. IP68: Dust, Sweat &amp; Splash Resistant9. Slim Metallic DesignWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,Popularity,1K-10K
17,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹3,299",4.2,3331,413,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
18,"Noise Caliber Buzz Advanced BT Calling(True Sync), 1.69"" display, 500 NITS Brightness Smartwatch","₹1,699",4.3,5055,467,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
19,boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch,"₹2,499",3.9,18014,1538,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,10K-50K,Popularity,1K-10K
20,"Noise ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes Smartwatch","₹2,499",4.3,4192,388,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"42mm(1.69"") HD DisplayFast Charge: 30 Mins= Full ChargeLive Cricket ScoresHealth Ecosystem with boAt Crest app|24H Heart Rate, SpO2 and Temperature MonitoringIP67 Dust, Sweat and Splash Resistant|Supports Google Fit &amp; Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Popularity,0K-1K
21,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,"₹1,499",4.1,46613,3282,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"42mm(1.69"") HD DisplayFast Charge: 30 Mins= Full ChargeLive Cricket ScoresHealth Ecosystem with boAt Crest app|24H Heart Rate, SpO2 and Temperature MonitoringIP67 Dust, Sweat and Splash Resistant|Supports Google Fit &amp; Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",10K-50K,Popularity,1K-10K
22,"boAt Storm Pro Call with Bluetooth Calling, 1.78'' AMOLED Display and ASAP Charge Smartwatch","₹2,999",4.1,13636,1409,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Best-In Segment Resolution with 360*400 pixels3.86 cms (1.52"") TruView HD Display and 100+ personalized watch facesSuper light and slim with 30gms weight and 9mm thicknessNoise Health Suite: Blood oxygen monitor (Spo2), Stress monitor, Sleep monitor, 24*7 Heart Rate monitor50 sports modes and up to 10-day battery
Special features: Smart DND & quick reply with NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",10K-50K,Popularity,1K-10K
23,"Noise Caliber Buzz Advanced BT Calling(True Sync), 1.69"" display, 500 NITS Brightness Smartwatch","₹1,699",4.3,5055,467,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85"" TFT Display with 500 nitsStylish flat edge designNoise Health Suite (Heart rate, Spo2, sleep monitor, stress measurement, breathing practice)Calling Smartwatch with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
24,"boAt Wave Infinity with 1.85"" HD Screen, Functional Crown and Bluetooth Calling Smartwatch","₹2,499",4.2,3331,413,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.85"" TFT Display with 500 nitsStylish flat edge designNoise Health Suite (Heart rate, Spo2, sleep monitor, stress measurement, breathing practice)Calling Smartwatch with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
25,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,499",4.2,28702,2220,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,Popularity,1K-10K
26,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,499",4.2,28702,2220,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,Popularity,1K-10K
27,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",4.2,278207,25765,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",200K-300K,Popularity,20K-30K
28,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,499",4.2,28702,2220,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,Popularity,1K-10K
29,"Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch","₹1,999",4.2,83325,6694,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,50K-100K,Popularity,1K-10K
30,"Noise Fit Buzz with 1.32inch HD Round Screen, Bluetooth calling and SPO2 Smartwatch","₹2,999",4.1,23380,2166,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,Popularity,1K-10K
31,Noise X-Fit 2 (HRX Edition) Smart Watch with 1.69inch Display & 60 Sports Modes Smartwatch,"₹1,299",4.2,6173,602,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.78 inch AMOLED Always On Display (368*448px, 326 PPI & 500 nits)Bluetooth calling (In built speaker, in-built microphone & dial from recent call logs and access favourite contacts)Tru Sync Technology for quick pairing , stable connectivity and low power consumption.Lightweight design & unique straps (10.9mm thick - excluding sensors (disclaimer), metallic finish)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, stress monitor, sleep tracker & female health tracker)100+ watch faces (customised & cloud-based) & all-new watch UI (widgets & shortcut screens)100 sports modes with auto sports detection (Disclaimer: 10 in watch, remaining via app)Productivity and utility suite (quick reply, call & message notifications, world clock, alarm, stocks, reminders, remote camera/music control, find my phone, weather updates & smart DND)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Popularity,0K-1K
32,"Noise ColorFit Loop Advanced BT Calling with 1.85"" display,130+Sports Modes Smartwatch","₹2,499",4.3,4192,388,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)
Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation Tracker
Metal Body Casing and 5ATM Water Resistance
Daily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the date of Purchase",1K-10K,Popularity,0K-1K
33,"Noise ColorFit Pro4 Max 1.8"" BT Calling, Noise detection, Noise Health Suite Smartwatch","₹3,999",4.2,6082,537,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,1K-10K,Popularity,0K-1K
34,"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch","₹1,699",4,99804,6644,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.38 inches(3.50cms) TFT display, 240x240px - Big, bright and round display for an immersive viewing experience.Up to 7-day battery life & up to 2-days of power with calling activated. Its 300mAh battery takes approx. 2 hours to fully charge. (Battery life can vary due to multiple factors)NoiseFit app - You can track your progress overtime, get health updates, compete with friends and share your achievements.BT v5.3, Single chip calling- ensures that you enjoy stable calls over a longer range while consuming less power.Noise Health SuiteTM - Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Breathe practice, Stress measurement & Female cycle tracker. (Any of the mentioned health tracking features cannot be used as a substitute for a medical device. The readings can have slight variations.)IP68 water resistance, 100+ cloud based watch faces, 120+ sports modeThe contents in-the-box include the NoiseFit Crew smartwatch, a magnetic charging cable & the user manual.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",50K-100K,Popularity,1K-10K
35,"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch","₹1,699",4,99804,6644,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",50K-100K,Popularity,1K-10K
36,"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch","₹1,699",4,99804,6644,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"Bluetooth Calling with Dial Pad1.78'' AMOLED Display60 Hz Refresh RateASAP Charge: Full Charge in 30 Mins700+ Active ModesHealth Ecosystem with boAt Crest AppIP68: Dust, Sweat and Splash ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",50K-100K,Popularity,1K-10K
37,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,"₹1,499",4.1,46613,3282,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1. Bluetooth Calling2. 600+ Watch Faces3. 1.69'' Square HD Display4. Live Cricket Scores5. Heart Rate and Blood Oxygen Monitoring6. Health Ecosystem with boAt Crest App7. Multiple Sports Modes8. IP68: Dust, Sweat &amp; Splash Resistant9. Slim Metallic DesignWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",10K-50K,Popularity,1K-10K
